id_aluno,nome,sobrenome,data_nascimento,idade,trabalha,tipo_escola,semestre_atual,turno,id_curso
993,André,Almeida,1985-03-12,40,1,Publica,6,Noite,2
994,Carlos,Rodrigues,1981-03-13,44,1,Particular,1,Manha,6
995,André,Rodrigues,1983-07-16,42,1,Publica,6,Tarde,5
996,Mariana,Souza,1983-01-05,42,0,Particular,1,Noite,2
997,Bruno,Oliveira,1999-12-01,26,1,Particular,5,Tarde,4
998,Felipe,Costa,1999-03-24,26,0,Publica,5,Manha,3
999,Felipe,Costa,1995-12-26,30,0,Publica,4,Noite,6
1000,Carlos,Souza,1984-07-02,41,1,Publica,3,Tarde,1
1001,Lucas,Silva,1992-07-17,33,1,Publica,4,Tarde,4
1002,Ana,Lima,1993-11-02,32,1,Publica,5,Tarde,3
1003,Larissa,Costa,1990-01-06,35,0,Publica,1,Noite,6
1004,Beatriz,Rodrigues,1995-05-20,30,0,Particular,3,Tarde,4
1005,Camila,Rodrigues,1983-02-22,42,0,Publica,6,Tarde,6
1006,Renata,Lima,1999-06-08,26,1,Publica,7,Manha,1
1007,Eduardo,Souza,1981-10-21,44,0,Publica,8,Manha,1
1008,Fernanda,Almeida,2004-04-18,21,0,Publica,3,Manha,4
1009,Vanessa,Santos,1991-08-21,34,0,Particular,2,Tarde,4
1010,Gabriel,Nascimento,1988-12-05,37,1,Publica,1,Noite,2
1011,Patrícia,Lima,1996-02-06,29,1,Particular,7,Tarde,5
1012,Beatriz,Pereira,1980-03-19,45,0,Publica,8,Noite,6
1013,Fernanda,Costa,1989-12-09,36,0,Publica,4,Manha,5
1014,Pedro,Silva,2000-03-09,25,0,Particular,1,Noite,2
1015,Rodrigo,Souza,1980-11-12,45,1,Particular,2,Noite,5
1016,Mariana,Oliveira,1999-05-11,26,0,Publica,6,Manha,6
1017,Mariana,Rodrigues,1980-09-22,45,0,Particular,5,Noite,6
1018,André,Costa,1990-05-07,35,1,Publica,8,Manha,6
1019,Camila,Pereira,1995-02-16,30,0,Particular,3,Manha,2
1020,Mariana,Rodrigues,1980-05-06,45,0,Particular,4,Manha,2
1021,Felipe,Costa,1994-11-13,31,0,Publica,1,Noite,1
1022,Larissa,Silva,1983-01-25,42,0,Publica,4,Manha,3
1023,Eduardo,Silva,2005-01-26,20,0,Particular,2,Manha,2
1024,Renata,Almeida,2006-03-10,19,1,Particular,3,Manha,1
1025,Vanessa,Souza,1980-01-04,45,1,Publica,7,Manha,1
1026,Rafael,Costa,1993-07-05,32,1,Particular,4,Noite,4
1027,André,Pereira,1983-04-04,42,1,Particular,2,Noite,3
1028,Bruno,Souza,1981-10-05,44,0,Particular,6,Noite,2
1029,Mariana,Rodrigues,1999-05-12,26,0,Particular,8,Noite,3
1030,Julia,Silva,1984-11-05,41,1,Publica,7,Tarde,6
1031,Julia,Souza,1998-07-24,27,1,Publica,2,Tarde,2
1032,Felipe,Santos,1990-08-14,35,1,Particular,6,Manha,6
1033,Felipe,Oliveira,1997-08-18,28,1,Publica,7,Manha,5
1034,Vanessa,Nascimento,2004-12-26,21,0,Publica,4,Tarde,1
1035,Rafael,Santos,1997-08-05,28,0,Publica,6,Tarde,2
1036,Patrícia,Pereira,2006-09-14,19,0,Publica,4,Manha,6
1037,Lucas,Pereira,1992-12-01,33,1,Particular,1,Noite,1
1038,André,Nascimento,1985-01-05,40,1,Publica,2,Manha,1
1039,Eduardo,Oliveira,1984-03-16,41,0,Particular,8,Tarde,6
1040,Patrícia,Silva,1989-02-05,36,0,Publica,3,Noite,2
1041,Felipe,Oliveira,2001-08-18,24,1,Particular,4,Tarde,2
1042,Julia,Lima,1992-03-24,33,0,Particular,1,Manha,4
1043,Rodrigo,Nascimento,2006-02-27,19,1,Particular,6,Noite,6
1044,Larissa,Pereira,1981-06-21,44,1,Publica,5,Manha,1
1045,Bruno,Nascimento,2004-06-01,21,0,Particular,3,Noite,1
1046,Carlos,Nascimento,1980-05-07,45,0,Publica,4,Tarde,1
1047,Eduardo,Almeida,1981-01-11,44,0,Particular,1,Tarde,3
1048,Vanessa,Costa,1990-07-24,35,1,Publica,2,Tarde,4
1049,Rodrigo,Pereira,1980-10-26,45,1,Particular,1,Tarde,2
1050,André,Souza,2000-02-23,25,0,Publica,3,Noite,2
1051,Patrícia,Pereira,1990-05-12,35,1,Publica,7,Manha,2
1052,Gabriel,Nascimento,2000-08-04,25,0,Publica,5,Noite,1
1053,Julia,Almeida,1990-03-10,35,0,Publica,5,Noite,3
1054,Julia,Souza,1985-12-25,40,1,Particular,8,Tarde,4
1055,Lucas,Nascimento,1995-01-12,30,1,Particular,7,Noite,6
1056,André,Santos,1996-10-11,29,1,Publica,7,Noite,4
1057,Ana,Nascimento,2000-01-24,25,0,Publica,3,Manha,3
1058,Mariana,Nascimento,1992-02-08,33,1,Particular,2,Tarde,4
1059,Vanessa,Almeida,1983-02-06,42,0,Particular,7,Manha,4
1060,Julia,Santos,1990-10-16,35,0,Particular,2,Tarde,4
1061,Rodrigo,Pereira,1995-03-21,30,0,Particular,1,Noite,4
1062,Bruno,Oliveira,1995-04-02,30,0,Publica,7,Tarde,3
1063,Lucas,Pereira,1982-05-13,43,0,Particular,8,Tarde,5
1064,Pedro,Pereira,2006-01-03,19,1,Particular,5,Manha,2
1065,Larissa,Almeida,1995-09-23,30,0,Particular,6,Noite,5
1066,Ana,Lima,2005-10-07,20,0,Publica,6,Noite,6
1067,Ana,Pereira,1994-03-16,31,1,Publica,7,Tarde,5
1068,André,Pereira,2000-08-21,25,0,Publica,4,Noite,2
1069,Vanessa,Pereira,1999-07-07,26,1,Publica,4,Noite,5
1070,Bruno,Santos,1980-05-10,45,0,Particular,8,Tarde,4
1071,Camila,Lima,1993-09-25,32,1,Publica,3,Tarde,4
1072,Mariana,Lima,1999-03-18,26,1,Particular,5,Noite,6
1073,Fernanda,Nascimento,1983-02-26,42,0,Publica,1,Noite,4
1074,André,Nascimento,1997-02-21,28,1,Publica,5,Tarde,2
1075,André,Lima,1992-02-07,33,1,Publica,6,Tarde,4
1076,Ana,Santos,2005-04-17,20,1,Particular,5,Tarde,4
1077,Rafael,Oliveira,1981-01-01,44,0,Particular,6,Tarde,2
1078,Beatriz,Lima,1992-04-20,33,1,Publica,7,Manha,6
1079,Mariana,Oliveira,1990-09-06,35,1,Publica,2,Noite,2
1080,Eduardo,Oliveira,2006-11-09,19,0,Particular,4,Manha,1
1081,Felipe,Silva,2000-10-05,25,0,Publica,7,Manha,6
1082,André,Santos,1985-04-21,40,0,Particular,4,Noite,2
1083,Fernanda,Silva,1988-02-05,37,0,Publica,2,Tarde,5
1084,Lucas,Pereira,1989-05-06,36,0,Publica,8,Tarde,2
1085,Julia,Almeida,2005-01-14,20,0,Particular,2,Manha,6
1086,Larissa,Santos,2000-08-26,25,0,Publica,5,Manha,2
1087,Lucas,Santos,1991-08-20,34,0,Publica,5,Manha,2
1088,Rodrigo,Silva,1996-09-25,29,0,Publica,6,Manha,2
1089,Bruno,Pereira,1987-02-24,38,0,Particular,5,Tarde,2
1090,Bruno,Lima,2000-05-15,25,1,Particular,7,Manha,3
1091,Carlos,Rodrigues,1992-02-19,33,1,Publica,4,Noite,4
1092,Patrícia,Oliveira,1999-12-09,26,1,Publica,7,Tarde,2
1093,Camila,Souza,1994-03-02,31,1,Particular,5,Noite,6
1094,Larissa,Silva,1983-03-26,42,1,Particular,3,Tarde,2
1095,Carlos,Santos,1991-03-25,34,1,Publica,1,Tarde,6
1096,Bruno,Costa,1994-10-26,31,1,Publica,2,Tarde,3
1097,Rodrigo,Costa,1983-09-09,42,0,Particular,7,Tarde,3
1098,Carlos,Silva,2005-08-16,20,0,Particular,7,Manha,1
1099,Mariana,Nascimento,1990-10-13,35,0,Publica,5,Manha,6
1100,André,Rodrigues,1984-07-02,41,0,Particular,1,Manha,4
1101,Felipe,Rodrigues,1988-06-25,37,1,Particular,2,Noite,3
1102,Renata,Silva,1992-05-23,33,1,Particular,2,Tarde,5
1103,Rafael,Costa,1981-01-05,44,0,Particular,7,Manha,2
1104,Carlos,Santos,2006-09-01,19,0,Particular,1,Manha,1
1105,Julia,Rodrigues,1990-12-20,35,1,Particular,3,Manha,5
1106,Julia,Pereira,1990-03-25,35,1,Particular,2,Noite,5
1107,Eduardo,Almeida,2001-08-09,24,1,Particular,4,Manha,3
1108,Julia,Santos,1997-04-22,28,0,Publica,2,Tarde,1
1109,Rafael,Costa,1994-07-07,31,1,Publica,6,Manha,5
1110,Fernanda,Almeida,2000-03-28,25,0,Publica,4,Tarde,4
1111,Renata,Lima,1986-07-07,39,0,Particular,7,Manha,6
1112,Renata,Souza,1984-08-04,41,0,Publica,1,Tarde,2
1113,Ana,Almeida,2001-09-15,24,1,Particular,2,Noite,1
1114,Larissa,Costa,1984-07-17,41,1,Particular,1,Tarde,3
1115,Julia,Silva,2000-07-24,25,1,Publica,5,Manha,4
1116,Eduardo,Rodrigues,1996-10-16,29,1,Publica,1,Noite,2
1117,Carlos,Souza,1981-01-19,44,1,Publica,2,Noite,1
1118,Beatriz,Nascimento,2002-12-13,23,1,Particular,2,Manha,6
1119,Patrícia,Costa,1985-04-12,40,1,Particular,1,Manha,2
1120,Fernanda,Costa,1985-06-22,40,0,Publica,3,Tarde,4
1121,Rafael,Almeida,1993-06-01,32,0,Particular,2,Manha,6
1122,Eduardo,Santos,1995-10-01,30,1,Publica,8,Manha,1
1123,Eduardo,Rodrigues,2006-04-17,19,0,Publica,2,Manha,3
1124,Patrícia,Almeida,2003-06-18,22,1,Particular,5,Tarde,4
1125,Bruno,Rodrigues,2002-06-17,23,1,Publica,5,Noite,5
1126,Gabriel,Oliveira,1987-11-05,38,1,Particular,1,Manha,5
1127,Camila,Costa,2003-02-07,22,1,Publica,5,Noite,6
1128,Vanessa,Pereira,1988-11-12,37,1,Particular,7,Tarde,3
1129,Rafael,Nascimento,1996-12-11,29,0,Particular,8,Noite,3
1130,Julia,Silva,1995-11-05,30,1,Publica,5,Noite,5
1131,Pedro,Almeida,1989-02-26,36,1,Publica,8,Manha,2
1132,Renata,Souza,1981-08-10,44,0,Particular,6,Noite,1
1133,Pedro,Pereira,1991-05-26,34,0,Publica,5,Manha,6
1134,Felipe,Nascimento,1982-05-08,43,0,Particular,6,Manha,6
1135,Larissa,Oliveira,1983-05-10,42,1,Publica,7,Noite,3
1136,Carlos,Rodrigues,1984-07-18,41,0,Particular,5,Manha,3
1137,Vanessa,Pereira,1992-07-04,33,0,Particular,6,Noite,6
1138,Patrícia,Santos,1993-08-14,32,1,Particular,1,Noite,1
1139,Julia,Pereira,1999-05-26,26,0,Particular,3,Noite,5
1140,Ana,Oliveira,1984-07-22,41,0,Particular,8,Manha,1
1141,Pedro,Souza,1990-10-04,35,1,Particular,6,Manha,1
1142,Carlos,Lima,1984-09-24,41,1,Publica,4,Noite,6
1143,Pedro,Rodrigues,2003-01-26,22,1,Publica,2,Manha,1
1144,Eduardo,Souza,1996-02-08,29,0,Publica,8,Manha,5
1145,Larissa,Silva,1983-05-13,42,1,Publica,4,Noite,3
1146,Renata,Souza,1993-03-21,32,0,Publica,3,Noite,6
1147,Gabriel,Lima,2003-12-18,22,0,Particular,8,Tarde,3
1148,Eduardo,Almeida,1991-11-09,34,1,Particular,2,Tarde,4
1149,Mariana,Silva,1989-08-04,36,1,Publica,5,Manha,6
1150,Ana,Santos,1984-08-24,41,1,Particular,1,Manha,3
1151,Bruno,Lima,1992-09-03,33,0,Publica,6,Noite,6
1152,Patrícia,Pereira,1988-11-10,37,1,Publica,8,Tarde,4
1153,Eduardo,Lima,2004-11-17,21,1,Publica,6,Noite,5
1154,Renata,Nascimento,2006-07-03,19,0,Publica,3,Manha,1
1155,André,Almeida,1990-04-25,35,0,Publica,3,Noite,4
1156,Julia,Silva,1999-05-04,26,0,Publica,8,Tarde,5
1157,Gabriel,Santos,1983-12-15,42,1,Publica,4,Manha,3
1158,Patrícia,Rodrigues,1987-04-24,38,0,Particular,4,Manha,5
1159,Lucas,Costa,1981-03-01,44,1,Particular,2,Tarde,2
1160,Beatriz,Costa,1998-08-17,27,1,Particular,3,Manha,4
1161,Larissa,Souza,1998-02-05,27,1,Publica,2,Tarde,2
1162,Eduardo,Lima,1990-01-08,35,1,Particular,7,Noite,3
1163,Gabriel,Rodrigues,1982-09-19,43,0,Particular,7,Noite,1
1164,Eduardo,Almeida,1988-11-01,37,0,Particular,7,Tarde,2
1165,Ana,Pereira,1986-09-27,39,1,Publica,4,Tarde,1
1166,Bruno,Souza,1993-10-24,32,0,Particular,3,Tarde,6
1167,Lucas,Silva,1995-09-08,30,1,Particular,8,Tarde,2
1168,Rafael,Silva,2004-04-18,21,1,Publica,8,Manha,4
1169,Mariana,Oliveira,2002-07-18,23,0,Publica,8,Manha,5
1170,Camila,Costa,1990-07-02,35,0,Publica,2,Noite,1
1171,Felipe,Lima,1998-01-26,27,0,Publica,1,Manha,1
1172,André,Pereira,1989-01-11,36,1,Publica,5,Manha,5
1173,Patrícia,Souza,2001-02-03,24,1,Publica,8,Noite,6
1174,Beatriz,Almeida,2002-05-12,23,1,Publica,5,Tarde,6
1175,Rafael,Santos,1993-12-20,32,1,Particular,2,Manha,2
1176,Pedro,Lima,1986-02-12,39,0,Publica,4,Noite,4
1177,Julia,Silva,1995-01-09,30,1,Particular,5,Manha,1
1178,Renata,Oliveira,1995-01-28,30,1,Particular,8,Manha,2
1179,Felipe,Pereira,2001-07-18,24,0,Particular,1,Noite,3
1180,Eduardo,Santos,2006-05-26,19,0,Publica,6,Noite,5
1181,Larissa,Silva,2005-02-18,20,1,Particular,8,Tarde,5
1182,Mariana,Oliveira,1994-12-08,31,0,Publica,5,Noite,3
1183,Carlos,Lima,1989-06-19,36,1,Publica,5,Tarde,3
1184,Renata,Silva,1983-05-19,42,1,Particular,3,Tarde,4
1185,André,Silva,1994-01-12,31,1,Publica,7,Manha,5
1186,Pedro,Nascimento,1997-06-03,28,1,Publica,5,Tarde,3
1187,Mariana,Costa,2000-03-05,25,0,Publica,2,Noite,1
1188,Rodrigo,Almeida,1998-06-02,27,0,Publica,5,Tarde,1
1189,Vanessa,Silva,1999-04-12,26,0,Publica,8,Manha,5
1190,Carlos,Costa,1990-10-12,35,1,Publica,7,Tarde,2
1191,Bruno,Nascimento,2005-06-11,20,1,Particular,8,Tarde,5
1192,Gabriel,Santos,1981-05-05,44,0,Publica,4,Tarde,5
1193,Beatriz,Oliveira,2006-10-02,19,0,Particular,2,Manha,2
1194,Vanessa,Souza,1996-01-20,29,1,Particular,6,Tarde,2
1195,Beatriz,Santos,1987-06-08,38,1,Particular,2,Noite,2
1196,Larissa,Santos,1982-06-18,43,0,Particular,8,Noite,2
1197,Larissa,Costa,1998-03-18,27,0,Particular,3,Noite,3
1198,Camila,Santos,1983-02-14,42,1,Publica,8,Noite,2
1199,André,Silva,1985-02-14,40,1,Particular,2,Manha,1
1200,Ana,Pereira,1982-03-17,43,1,Particular,6,Manha,4
1201,Pedro,Souza,1990-06-19,35,0,Publica,2,Noite,3
1202,Larissa,Almeida,2003-07-10,22,1,Publica,3,Noite,5
1203,Gabriel,Silva,1998-10-12,27,1,Particular,6,Tarde,2
1204,Julia,Costa,1989-08-11,36,0,Particular,5,Tarde,4
1205,Mariana,Pereira,1981-12-24,44,0,Particular,5,Noite,5
1206,Julia,Santos,1989-03-04,36,1,Particular,8,Tarde,2
1207,Pedro,Rodrigues,1999-02-08,26,1,Publica,2,Manha,5
1208,Rafael,Nascimento,1981-09-18,44,0,Publica,8,Manha,3
1209,Pedro,Nascimento,1993-12-15,32,0,Particular,5,Manha,6
1210,André,Oliveira,1995-05-03,30,0,Particular,2,Tarde,1
1211,Lucas,Santos,1985-09-11,40,1,Particular,2,Noite,6
1212,Ana,Oliveira,1983-12-26,42,1,Publica,1,Noite,6
1213,Carlos,Pereira,1998-07-28,27,0,Publica,5,Tarde,2
1214,Mariana,Almeida,1989-03-07,36,0,Publica,1,Tarde,1
1215,Vanessa,Nascimento,1986-12-06,39,0,Particular,5,Noite,4
1216,Bruno,Almeida,1996-11-06,29,1,Publica,5,Noite,4
1217,Larissa,Nascimento,1991-09-16,34,1,Publica,4,Manha,3
1218,Patrícia,Santos,1987-11-14,38,0,Publica,8,Tarde,6
1219,Bruno,Oliveira,2002-03-25,23,1,Particular,7,Noite,2
1220,Pedro,Rodrigues,1996-04-28,29,1,Publica,6,Tarde,6
1221,Larissa,Oliveira,2005-08-14,20,1,Particular,1,Tarde,4
1222,Bruno,Silva,1989-08-14,36,0,Publica,4,Noite,1
1223,Mariana,Nascimento,1997-01-24,28,0,Particular,2,Noite,3
1224,Vanessa,Souza,2000-01-17,25,0,Particular,4,Manha,5
1225,Beatriz,Rodrigues,2005-03-12,20,1,Particular,4,Noite,6
1226,Rafael,Silva,1980-09-04,45,1,Particular,1,Manha,3
1227,Ana,Costa,2000-12-08,25,0,Particular,2,Tarde,6
1228,Mariana,Rodrigues,1982-02-03,43,1,Publica,1,Noite,5
1229,Lucas,Nascimento,2005-07-07,20,1,Particular,7,Noite,6
1230,Pedro,Rodrigues,1994-04-04,31,1,Particular,7,Tarde,4
1231,Carlos,Oliveira,1997-05-16,28,1,Publica,7,Manha,4
1232,Camila,Lima,2002-02-15,23,0,Publica,7,Manha,4
1233,Patrícia,Nascimento,1983-11-10,42,1,Publica,2,Manha,5
1234,Carlos,Almeida,1998-04-03,27,0,Particular,8,Noite,6
1235,Rafael,Almeida,1988-07-10,37,1,Publica,1,Tarde,6
1236,Ana,Rodrigues,2002-04-25,23,1,Particular,6,Noite,2
1237,Patrícia,Almeida,1996-09-28,29,0,Publica,7,Noite,1
1238,Mariana,Silva,1985-09-24,40,0,Publica,4,Tarde,1
1239,Felipe,Almeida,1985-11-26,40,1,Publica,7,Tarde,1
1240,Julia,Oliveira,1989-12-22,36,1,Particular,6,Noite,6
1241,Gabriel,Rodrigues,1996-11-07,29,1,Particular,8,Tarde,2
1242,Mariana,Pereira,1996-12-27,29,1,Publica,6,Tarde,2
1243,André,Souza,1980-05-23,45,0,Publica,2,Noite,4
1244,Julia,Silva,1999-08-20,26,0,Publica,6,Noite,5
1245,Bruno,Silva,1986-05-10,39,1,Particular,6,Noite,4
1246,Vanessa,Lima,2000-11-07,25,0,Publica,2,Noite,2
1247,Mariana,Rodrigues,1998-02-05,27,1,Particular,5,Noite,5
1248,Beatriz,Pereira,1980-04-07,45,0,Publica,3,Manha,4
1249,Bruno,Souza,1981-03-17,44,1,Particular,8,Tarde,3
1250,Carlos,Lima,1992-07-25,33,1,Particular,6,Tarde,5
1251,Vanessa,Souza,1999-04-06,26,1,Publica,7,Noite,4
1252,Fernanda,Souza,1997-07-21,28,1,Publica,1,Tarde,4
1253,Larissa,Costa,1999-09-07,26,1,Particular,3,Noite,1
1254,André,Santos,1996-04-01,29,1,Particular,2,Tarde,3
1255,Eduardo,Rodrigues,1981-11-09,44,1,Particular,1,Noite,6
1256,Fernanda,Silva,1998-01-28,27,1,Particular,8,Manha,4
1257,Rafael,Santos,1980-10-23,45,0,Publica,3,Manha,4
1258,Rafael,Almeida,2000-12-02,25,1,Publica,5,Manha,6
1259,Bruno,Santos,2002-03-19,23,1,Publica,7,Tarde,6
1260,Lucas,Costa,2006-09-05,19,1,Publica,3,Tarde,1
1261,Renata,Costa,2002-09-14,23,0,Publica,5,Tarde,5
1262,Julia,Santos,1994-10-27,31,0,Particular,2,Manha,1
1263,Lucas,Pereira,1990-10-21,35,0,Publica,1,Manha,6
1264,Patrícia,Souza,2003-04-10,22,0,Publica,5,Manha,4
1265,Mariana,Rodrigues,1984-10-11,41,1,Publica,4,Tarde,2
1266,Pedro,Rodrigues,2002-08-09,23,0,Particular,6,Noite,3
1267,Vanessa,Almeida,2006-11-22,19,0,Publica,7,Manha,5
1268,Felipe,Santos,2000-11-26,25,1,Publica,6,Noite,5
1269,Julia,Lima,2004-04-09,21,0,Particular,5,Manha,1
1270,André,Pereira,1994-10-11,31,1,Particular,1,Tarde,6
1271,Bruno,Silva,1985-07-16,40,1,Particular,2,Manha,3
1272,Mariana,Almeida,1997-03-25,28,0,Particular,8,Noite,5
1273,Larissa,Almeida,2006-04-09,19,1,Particular,8,Noite,4
1274,Ana,Costa,2004-09-04,21,1,Particular,5,Noite,4
1275,Gabriel,Lima,1985-05-20,40,0,Publica,3,Noite,3
1276,Lucas,Rodrigues,2005-03-26,20,1,Particular,7,Manha,4
1277,Gabriel,Costa,1985-05-10,40,0,Publica,4,Manha,4
1278,Carlos,Pereira,2001-09-28,24,1,Publica,8,Manha,3
1279,André,Lima,2001-07-23,24,0,Particular,7,Tarde,6
1280,Lucas,Oliveira,1984-06-25,41,0,Particular,6,Tarde,6
1281,Renata,Oliveira,1997-02-12,28,1,Publica,4,Noite,2
1282,Bruno,Santos,1990-09-27,35,0,Particular,2,Noite,2
1283,André,Costa,1981-04-10,44,1,Publica,6,Tarde,6
1284,Felipe,Pereira,1989-05-13,36,1,Publica,5,Tarde,2
1285,Felipe,Lima,2006-02-15,19,0,Particular,2,Noite,4
1286,Gabriel,Santos,1984-10-17,41,1,Particular,1,Tarde,6
1287,Larissa,Silva,1989-07-09,36,0,Particular,6,Tarde,6
1288,Vanessa,Santos,1983-03-14,42,1,Publica,3,Manha,3
1289,Beatriz,Lima,2006-10-24,19,1,Particular,1,Tarde,3
1290,Lucas,Almeida,1994-06-02,31,1,Particular,7,Tarde,6
1291,Ana,Lima,1988-03-10,37,1,Particular,1,Tarde,3
1292,Ana,Nascimento,1983-06-24,42,0,Particular,4,Manha,1
1293,Gabriel,Pereira,2000-08-14,25,1,Particular,8,Noite,5
1294,Rodrigo,Nascimento,1994-01-03,31,1,Particular,1,Manha,5
1295,Felipe,Lima,2003-02-11,22,1,Particular,7,Manha,2
1296,Julia,Oliveira,1983-04-19,42,1,Particular,4,Noite,1
1297,Renata,Almeida,1986-07-09,39,0,Particular,1,Noite,4
1298,Pedro,Rodrigues,1980-07-07,45,0,Particular,3,Tarde,3
1299,Renata,Santos,1983-04-08,42,0,Particular,4,Manha,5
1300,Renata,Almeida,1998-07-21,27,1,Particular,8,Noite,1
1301,Camila,Santos,1991-08-05,34,1,Particular,4,Noite,6
1302,Felipe,Rodrigues,1992-01-22,33,0,Particular,6,Manha,2
1303,Fernanda,Rodrigues,2004-06-15,21,1,Publica,3,Noite,5
1304,Eduardo,Santos,1998-07-14,27,0,Particular,8,Manha,4
1305,Felipe,Nascimento,1983-02-13,42,0,Publica,2,Noite,3
1306,Gabriel,Oliveira,1997-07-12,28,0,Particular,5,Tarde,3
1307,Bruno,Lima,1997-09-13,28,0,Particular,8,Tarde,3
1308,Mariana,Pereira,1992-05-01,33,1,Particular,3,Noite,1
1309,Renata,Oliveira,1993-07-07,32,0,Publica,3,Noite,5
1310,Eduardo,Nascimento,2003-07-01,22,1,Publica,3,Noite,6
1311,Julia,Santos,1980-12-20,45,1,Publica,3,Tarde,3
1312,Gabriel,Almeida,2002-04-11,23,0,Particular,2,Manha,2
1313,Patrícia,Costa,2001-10-15,24,0,Publica,8,Noite,6
1314,Eduardo,Santos,1985-04-15,40,0,Publica,1,Noite,6
1315,Vanessa,Almeida,1992-02-26,33,1,Particular,2,Noite,5
1316,André,Almeida,2006-12-02,19,1,Particular,1,Tarde,4
1317,Larissa,Souza,1983-03-28,42,1,Publica,3,Tarde,4
1318,Mariana,Costa,2005-08-07,20,1,Publica,6,Noite,6
1319,André,Almeida,2004-04-25,21,1,Particular,5,Noite,4
1320,Patrícia,Rodrigues,1998-05-20,27,0,Publica,3,Noite,3
1321,Carlos,Santos,1998-06-23,27,1,Particular,3,Noite,6
1322,Patrícia,Almeida,2001-05-05,24,0,Publica,5,Tarde,3
1323,Rafael,Costa,1998-05-05,27,0,Particular,6,Noite,5
1324,Patrícia,Nascimento,1985-06-21,40,0,Particular,6,Tarde,4
1325,Rodrigo,Almeida,1985-08-13,40,0,Publica,6,Manha,3
1326,Carlos,Pereira,1988-10-25,37,0,Publica,6,Tarde,4
1327,Rodrigo,Costa,2003-04-12,22,0,Particular,2,Tarde,5
1328,Pedro,Lima,1997-12-18,28,0,Publica,8,Noite,5
1329,Carlos,Rodrigues,2005-12-06,20,0,Publica,8,Manha,1
1330,Vanessa,Rodrigues,1982-12-07,43,0,Publica,5,Manha,2
1331,Carlos,Nascimento,2004-10-16,21,1,Publica,1,Tarde,6
1332,Carlos,Almeida,1983-08-03,42,1,Publica,2,Noite,5
1333,Eduardo,Almeida,1989-10-01,36,1,Publica,8,Noite,2
1334,Ana,Rodrigues,2004-07-20,21,1,Particular,3,Tarde,5
1335,Vanessa,Rodrigues,2000-05-09,25,0,Particular,5,Noite,5
1336,Patrícia,Souza,2004-03-16,21,0,Particular,8,Tarde,2
1337,Lucas,Oliveira,2001-05-04,24,1,Particular,3,Manha,1
1338,Carlos,Rodrigues,1996-05-11,29,1,Publica,5,Noite,2
1339,Bruno,Pereira,1986-07-26,39,0,Publica,3,Tarde,5
1340,Renata,Oliveira,2004-12-09,21,0,Particular,8,Tarde,3
1341,Pedro,Santos,2003-06-27,22,1,Particular,5,Tarde,5
1342,Larissa,Silva,2004-07-02,21,1,Particular,3,Tarde,3
1343,Carlos,Costa,2001-12-09,24,1,Particular,1,Tarde,4
1344,Camila,Lima,1997-12-07,28,0,Particular,5,Manha,1
1345,Gabriel,Santos,2003-08-24,22,1,Publica,7,Noite,6
1346,Beatriz,Rodrigues,1999-10-13,26,0,Publica,1,Noite,3
1347,Vanessa,Santos,1994-05-04,31,1,Publica,2,Tarde,6
1348,Mariana,Pereira,1998-05-19,27,0,Publica,8,Manha,3
1349,Vanessa,Lima,2006-05-23,19,0,Publica,2,Noite,6
1350,Camila,Almeida,2003-04-06,22,1,Particular,4,Tarde,3
1351,Beatriz,Rodrigues,1988-10-24,37,0,Publica,2,Noite,4
1352,Larissa,Almeida,2005-01-27,20,0,Particular,1,Noite,4
1353,Rodrigo,Santos,2005-09-16,20,1,Particular,2,Noite,1
1354,Rodrigo,Souza,1997-03-26,28,0,Particular,4,Manha,6
1355,Fernanda,Almeida,1994-12-05,31,1,Publica,3,Noite,5
1356,Patrícia,Lima,2004-12-24,21,1,Publica,7,Noite,3
1357,Eduardo,Oliveira,1980-01-08,45,1,Particular,3,Tarde,2
1358,Vanessa,Almeida,2000-11-07,25,1,Publica,4,Manha,2
1359,Mariana,Souza,1980-09-20,45,0,Publica,6,Manha,3
1360,Beatriz,Costa,1986-05-06,39,1,Particular,4,Manha,3
1361,Gabriel,Almeida,1983-07-01,42,1,Publica,7,Manha,4
1362,Larissa,Costa,1986-07-19,39,0,Publica,3,Noite,5
1363,Gabriel,Costa,1983-08-24,42,1,Particular,7,Manha,2
1364,Rodrigo,Santos,1995-05-17,30,0,Particular,1,Manha,4
1365,Larissa,Souza,1991-06-10,34,0,Particular,5,Manha,6
1366,Felipe,Almeida,1980-05-24,45,1,Publica,3,Manha,2
1367,Gabriel,Lima,1984-03-23,41,1,Publica,1,Noite,2
1368,Camila,Nascimento,1993-03-14,32,0,Publica,3,Noite,6
1369,Bruno,Souza,2005-03-01,20,1,Publica,5,Tarde,6
1370,Fernanda,Nascimento,1990-01-26,35,0,Particular,1,Tarde,1
1371,Felipe,Silva,1997-07-25,28,0,Publica,2,Manha,3
1372,Lucas,Oliveira,1982-02-16,43,1,Particular,8,Manha,5
1373,Pedro,Almeida,1995-05-05,30,1,Particular,2,Tarde,4
1374,Gabriel,Costa,1996-03-26,29,0,Publica,2,Noite,1
1375,Fernanda,Nascimento,1983-04-08,42,1,Publica,5,Tarde,6
1376,Renata,Lima,1996-10-09,29,0,Particular,7,Tarde,6
1377,Eduardo,Silva,2003-07-21,22,0,Publica,3,Manha,2
